,country,equipment_type,equipment_subtype,status,source,date
0,RUS,"Trucks, Vehicles and Jeeps",GAZ-66,captured,https://i.postimg.cc/ncy3jWxy/55488.png,14-03-2022
1,RUS,"Trucks, Vehicles and Jeeps",GAZ-66,captured,https://i.postimg.cc/KjG2nQzc/4f220.png,14-03-2022
2,RUS,"Trucks, Vehicles and Jeeps",GAZ-66,captured,https://i.postimg.cc/9XPRbTw9/f43.png,14-03-2022
3,RUS,"Trucks, Vehicles and Jeeps",GAZ-66,captured,https://i.postimg.cc/R0C7W7V9/4317.png,14-03-2022
4,RUS,"Trucks, Vehicles and Jeeps",GAZ-66,destroyed,https://i.postimg.cc/dQbNmhLb/43111.png,14-03-2022
5,RUS,"Trucks, Vehicles and Jeeps",GAZ-66,abandoned,https://i.postimg.cc/8zKhCCjn/317.png,14-03-2022
6,RUS,"Trucks, Vehicles and Jeeps",ZiL-131,destroyed,https://i.postimg.cc/W4yTJ718/n89.jpg,14-03-2022
7,RUS,"Trucks, Vehicles and Jeeps",ZiL-131,destroyed,https://i.postimg.cc/gc8PP5ZG/d3.png,14-03-2022
8,RUS,"Trucks, Vehicles and Jeeps",ZiL-131,abandoned,https://i.postimg.cc/1ttjTBH0/4455.png,14-03-2022
9,RUS,"Trucks, Vehicles and Jeeps",ZiL-131,abandoned,https://i.postimg.cc/8k2Hgm1B/Screenshot-8397.png,14-03-2022
10,RUS,"Trucks, Vehicles and Jeeps",9T452 transporter-loader (for BM-27 'Uragan' MRL),destroyed,https://i.postimg.cc/QNzHJ4Yk/n2.png,14-03-2022
11,RUS,"Trucks, Vehicles and Jeeps",9T217 transloader (for 9K33 Osa),captured,https://i.postimg.cc/J7XmSTvF/542g.png,14-03-2022
12,RUS,"Trucks, Vehicles and Jeeps",9T217 transloader (for 9K33 Osa),destroyed,https://i.postimg.cc/bJq11m9D/4320.png,14-03-2022
13,RUS,"Trucks, Vehicles and Jeeps",GAZ-3308,abandoned,https://postimg.cc/cg7mbbzG,14-03-2022
14,RUS,"Trucks, Vehicles and Jeeps",GAZ-3308,abandoned,https://postimg.cc/62xczXYh,14-03-2022
15,RUS,"Trucks, Vehicles and Jeeps",GAZ Sobol,destroyed,https://i.postimg.cc/gkPg5HgC/Screenshot-8289.png,14-03-2022
16,RUS,"Trucks, Vehicles and Jeeps",GAZ Sobol,abandoned,https://postimg.cc/87FbS5YH,14-03-2022
17,RUS,"Trucks, Vehicles and Jeeps",Ural-4320,damaged,https://postimg.cc/kVDPCNz0,14-03-2022
18,RUS,"Trucks, Vehicles and Jeeps",Ural-4320,captured,https://i.postimg.cc/vB5YMv7C/754.png,14-03-2022
19,RUS,"Trucks, Vehicles and Jeeps",Ural-4320,captured,https://i.postimg.cc/Z5GKzh1D/r1.png,14-03-2022
20,RUS,"Trucks, Vehicles and Jeeps",Ural-4320,captured,https://i.postimg.cc/pXL1Kn3v/5583.png,14-03-2022
21,RUS,"Trucks, Vehicles and Jeeps",Ural-4320,captured,https://i.postimg.cc/dQSXZBB2/74.png,14-03-2022
22,RUS,"Trucks, Vehicles and Jeeps",Ural-4320,captured,https://i.postimg.cc/Jn500txp/55799.png,14-03-2022
23,RUS,"Trucks, Vehicles and Jeeps",Ural-4320,captured,https://i.postimg.cc/26Mr9sCf/667.png,14-03-2022
24,RUS,"Trucks, Vehicles and Jeeps",Ural-4320,captured,https://i.postimg.cc/VNwZpLhm/663.png,14-03-2022
25,RUS,"Trucks, Vehicles and Jeeps",Ural-4320,captured,https://i.postimg.cc/fR5byVj2/k88.jpg,14-03-2022
26,RUS,"Trucks, Vehicles and Jeeps",Ural-4320,captured,https://i.postimg.cc/CxbjQs0Z/q1.png,14-03-2022
27,RUS,"Trucks, Vehicles and Jeeps",Ural-4320,captured,https://i.postimg.cc/cJZQyt1F/q3.jpg,14-03-2022
28,RUS,"Trucks, Vehicles and Jeeps",Ural-4320,captured,https://i.postimg.cc/R0RwMCN4/q4.jpg,14-03-2022
29,RUS,"Trucks, Vehicles and Jeeps",Ural-4320,captured,https://i.postimg.cc/nzhBM8D7/q5.jpg,14-03-2022
30,RUS,"Trucks, Vehicles and Jeeps",Ural-4320,captured,https://i.postimg.cc/Zn9NFrj5/q6.jpg,14-03-2022
31,RUS,"Trucks, Vehicles and Jeeps",Ural-4320,captured,https://i.postimg.cc/269vZHQt/q7.png,14-03-2022
32,RUS,"Trucks, Vehicles and Jeeps",Ural-4320,captured,https://i.postimg.cc/RhjHPNbQ/q8.png,14-03-2022
33,RUS,"Trucks, Vehicles and Jeeps",Ural-4320,captured,https://i.postimg.cc/7Pc0PWYG/q9.jpg,14-03-2022
34,RUS,"Trucks, Vehicles and Jeeps",Ural-4320,captured,https://i.postimg.cc/Tw1hHZ5d/77h.png,14-03-2022
35,RUS,"Trucks, Vehicles and Jeeps",Ural-4320,captured,https://i.postimg.cc/zvFf4vcZ/Screenshot-8471.png,14-03-2022
36,RUS,"Trucks, Vehicles and Jeeps",Ural-4320,captured,https://i.postimg.cc/6QcY6f4y/Screenshot-8473.png,14-03-2022
37,RUS,"Trucks, Vehicles and Jeeps",Ural-4320,captured,https://postimg.cc/gryBVFjK,14-03-2022
